COMMON_NAME,SCIENTIFIC_NAME,OBSERVATION_DATE,OBSERVATION_COUNT,APPROVED,COUNTRY,STATE,COUNTY,LATITUDE,LONGITUDE,OBS_DATE,YEAR
Virtual Species,Virtual species,2018/6/22,1,1,Canada,Saskatchewan,Maple Creek,29.10094916,-84.82532847,2018/1/1,2018
Virtual Species,Virtual species,2018/6/22,1,1,Canada,Saskatchewan,Maple Creek,29.10094916,-84.82532847,2018/1/1,2018
Virtual Species,Virtual species,2018/6/22,1,1,Canada,Saskatchewan,Maple Creek,29.15780225,-84.98230987,2018/1/2,2018
Virtual Species,Virtual species,2018/6/22,1,1,Canada,Saskatchewan,Maple Creek,29.21351872,-84.84339665,2018/1/2,2018
Virtual Species,Virtual species,2018/6/22,1,1,Canada,Saskatchewan,Moose Jaw,29.21463877,-85.13920585,2018/1/3,2018
Virtual Species,Virtual species,2018/1/1,1,1,United States,Texas,Refugio,29.32596347,-84.86146483,2018/1/3,2018
Virtual Species,Virtual species,2018/1/1,1,1,United States,Texas,Waller,29.27148335,-85.29587534,2018/1/4,2018
Virtual Species,Virtual species,2018/1/2,1,1,United States,Texas,San Patricio,29.43828313,-84.87953301,2018/1/4,2018
Virtual Species,Virtual species,2018/1/1,1,1,United States,Texas,Waller,29.32829602,-85.45211537,2018/1/5,2018
Virtual Species,Virtual species,2018/1/1,1,1,United States,Texas,Waller,29.5504774,-84.89760119,2018/1/5,2018
Virtual Species,Virtual species,2018/1/1,1,1,United States,Texas,Waller,29.38507674,-85.60766715,2018/1/6,2018
Virtual Species,Virtual species,2018/1/2,1,1,United States,Texas,Brazos,29.662546,-84.91566937,2018/1/6,2018
Virtual Species,Virtual species,2018/1/2,1,1,Mexico,Chihuahua,,29.44182546,-85.76222207,2018/1/7,2018
Virtual Species,Virtual species,2018/1/1,1,1,United States,Texas,Jim Wells,29.77448863,-84.93373756,2018/1/7,2018
Virtual Species,Virtual species,2018/1/3,1,1,United States,Texas,Hidalgo,29.49854215,-85.91542769,2018/1/8,2018
Virtual Species,Virtual species,2018/1/3,1,1,United States,Texas,Hidalgo,29.88630502,-84.95180574,2018/1/8,2018
Virtual Species,Virtual species,2018/1/3,1,1,United States,Texas,Kleberg,29.55522678,-86.06689367,2018/1/9,2018
Virtual Species,Virtual species,2018/1/3,1,1,United States,Texas,Hidalgo,29.99799487,-84.96987392,2018/1/9,2018
Virtual Species,Virtual species,2018/1/4,1,1,United States,Texas,DeWitt,29.6118793,-86.21619765,2018/1/10,2018
Virtual Species,Virtual species,2018/1/4,1,1,United States,Texas,Hidalgo,30.10955792,-84.9879421,2018/1/10,2018
Virtual Species,Virtual species,2018/1/4,1,1,United States,Texas,Hidalgo,29.66849968,-86.362891,2018/1/11,2018
Virtual Species,Virtual species,2018/1/5,1,1,United States,Texas,Hidalgo,30.22099387,-85.00601028,2018/1/11,2018
Virtual Species,Virtual species,2018/1/5,1,1,United States,Texas,Cameron,29.72508788,-86.50650454,2018/1/12,2018
Virtual Species,Virtual species,2018/1/4,1,1,United States,Texas,Colorado,30.33230245,-85.02407846,2018/1/12,2018
Virtual Species,Virtual species,2018/1/5,1,1,United States,Texas,Hidalgo,29.78164386,-86.64655414,2018/1/13,2018
Virtual Species,Virtual species,2018/1/5,1,1,United States,Texas,San Patricio,30.44348339,-85.04214665,2018/1/13,2018
Virtual Species,Virtual species,2018/1/5,1,1,United States,Texas,Cameron,29.8381676,-86.78254617,2018/1/14,2018
Virtual Species,Virtual species,2018/1/5,1,1,United States,Texas,Hidalgo,30.55453642,-85.06021483,2018/1/14,2018
Virtual Species,Virtual species,2018/1/5,1,1,United States,Texas,Cameron,29.89465904,-86.91398284,2018/1/15,2018
Virtual Species,Virtual species,2018/1/5,1,1,United States,Texas,Hidalgo,30.66546127,-85.07828301,2018/1/15,2018
Virtual Species,Virtual species,2018/1/5,1,1,United States,Texas,Hidalgo,29.95111816,-87.04036739,2018/1/16,2018
Virtual Species,Virtual species,2018/1/6,1,1,United States,Texas,Harris,30.77625767,-85.09635119,2018/1/16,2018
Virtual Species,Virtual species,2018/1/5,1,1,United States,Texas,Hidalgo,30.00754492,-87.1612091,2018/1/17,2018
Virtual Species,Virtual species,2018/1/6,1,1,United States,Texas,San Patricio,30.88692535,-85.11441937,2018/1/17,2018
Virtual Species,Virtual species,2018/1/6,1,1,United States,Texas,San Patricio,30.06393928,-87.27602811,2018/1/18,2018
Virtual Species,Virtual species,2018/1/6,1,1,United States,Texas,Cameron,30.99746406,-85.13248755,2018/1/18,2018
Virtual Species,Virtual species,2018/1/6,1,1,United States,Florida,Franklin,30.1203012,-87.38436006,2018/1/19,2018
Virtual Species,Virtual species,2018/1/6,1,1,United States,Texas,Willacy,31.10787353,-85.15055573,2018/1/19,2018
Virtual Species,Virtual species,2018/1/6,1,1,United States,Texas,Kenedy,30.17663066,-87.48576052,2018/1/20,2018
Virtual Species,Virtual species,2018/1/5,1,1,United States,Louisiana,Acadia,31.2181535,-85.16862392,2018/1/20,2018
Virtual Species,Virtual species,2018/1/5,1,1,United States,Texas,Kleberg,30.23292761,-87.57980913,2018/1/21,2018
Virtual Species,Virtual species,2018/1/3,1,1,Mexico,Chihuahua,,31.32830372,-85.1866921,2018/1/21,2018
Virtual Species,Virtual species,2018/1/3,1,1,Mexico,Chihuahua,,30.28919202,-87.66611359,2018/1/22,2018
Virtual Species,Virtual species,2018/1/7,1,1,United States,Texas,Colorado,31.43832394,-85.20476028,2018/1/22,2018
Virtual Species,Virtual species,2018/1/8,1,1,United States,Texas,Hidalgo,30.34542385,-87.74431328,2018/1/23,2018
Virtual Species,Virtual species,2018/1/8,1,1,United States,Texas,Hidalgo,31.54821391,-85.22282846,2018/1/23,2018
Virtual Species,Virtual species,2018/1/4,1,1,United States,Florida,Franklin,30.40162307,-87.81408273,2018/1/24,2018
Virtual Species,Virtual species,2018/1/9,1,1,United States,Texas,Hidalgo,31.65797336,-85.24089664,2018/1/24,2018
Virtual Species,Virtual species,2018/1/9,1,1,United States,Texas,Hidalgo,30.45778965,-87.8751347,2018/1/25,2018
Virtual Species,Virtual species,2018/1/9,1,1,United States,Texas,Hidalgo,31.76760207,-85.25896482,2018/1/25,2018
Virtual Species,Virtual species,2018/1/9,1,1,United States,Texas,Hidalgo,30.51392354,-87.927223,2018/1/26,2018
Virtual Species,Virtual species,2018/1/9,1,1,United States,Texas,Hidalgo,31.87709978,-85.27703301,2018/1/26,2018
Virtual Species,Virtual species,2018/1/9,1,1,United States,Texas,Williamson,30.57002472,-87.97014505,2018/1/27,2018
Virtual Species,Virtual species,2018/1/9,1,1,United States,Texas,Williamson,31.98646625,-85.29510119,2018/1/27,2018
Virtual Species,Virtual species,2018/1/9,1,1,United States,Texas,Williamson,30.62609315,-88.00374403,2018/1/28,2018
Virtual Species,Virtual species,2018/1/10,1,1,United States,Texas,Hidalgo,32.09570125,-85.31316937,2018/1/28,2018
Virtual Species,Virtual species,2018/1/10,1,1,United States,Texas,Hidalgo,30.68212879,-88.02791082,2018/1/29,2018
Virtual Species,Virtual species,2018/1/11,1,1,United States,Texas,Travis,32.20480452,-85.33123755,2018/1/29,2018
Virtual Species,Virtual species,2018/1/11,1,1,Mexico,Durango,,30.73813161,-88.04258554,2018/1/30,2018
Virtual Species,Virtual species,2018/1/12,1,1,United States,Texas,Nacogdoches,32.31377585,-85.34930573,2018/1/30,2018
Virtual Species,Virtual species,2018/1/11,1,1,United States,Texas,Hidalgo,30.79410157,-88.04775875,2018/1/31,2018
Virtual Species,Virtual species,2018/1/11,1,1,United States,Texas,Hidalgo,32.42261499,-85.36737391,2018/1/31,2018
Virtual Species,Virtual species,2018/1/11,1,1,United States,Texas,Hidalgo,30.85003865,-88.04347237,2018/2/1,2018
Virtual Species,Virtual species,2018/1/12,1,1,United States,Louisiana,Caddo,32.53132171,-85.3854421,2018/2/1,2018
Virtual Species,Virtual species,2018/1/12,1,1,United States,Texas,Waller,30.90594281,-88.02982025,2018/2/2,2018
Virtual Species,Virtual species,2018/1/12,1,1,United States,Texas,Nacogdoches,32.63989579,-85.40351028,2018/2/2,2018
Virtual Species,Virtual species,2018/1/12,1,1,United States,Texas,Nacogdoches,30.96181401,-88.00694834,2018/2/3,2018
Virtual Species,Virtual species,2018/1/13,1,1,United States,Texas,Rains,32.74833699,-85.42157846,2018/2/3,2018
Virtual Species,Virtual species,2018/1/13,1,1,United States,Texas,Hidalgo,31.01765222,-87.97505465,2018/2/4,2018
Virtual Species,Virtual species,2018/1/13,1,1,United States,Texas,Nacogdoches,32.8566451,-85.43964664,2018/2/4,2018
Virtual Species,Virtual species,2018/1/13,1,1,United States,Texas,Nacogdoches,31.0734574,-87.93438872,2018/2/5,2018
Virtual Species,Virtual species,2018/1/13,1,1,United States,Texas,Nacogdoches,32.96481989,-85.45771482,2018/2/5,2018
Virtual Species,Virtual species,2018/1/13,1,1,United States,Texas,Aransas,31.12922953,-87.88525096,2018/2/6,2018
Virtual Species,Virtual species,2018/1/13,1,1,Mexico,Durango,,33.07286114,-85.475783,2018/2/6,2018
Virtual Species,Virtual species,2018/1/13,1,1,United States,Texas,Aransas,31.18496858,-87.82799145,2018/2/7,2018
Virtual Species,Virtual species,2018/1/13,1,1,United States,Texas,San Patricio,33.18076863,-85.49385119,2018/2/7,2018
Virtual Species,Virtual species,2018/1/14,1,1,United States,Florida,Franklin,31.24067449,-87.76300866,2018/2/8,2018
Virtual Species,Virtual species,2018/1/14,1,1,United States,Florida,Franklin,33.28854216,-85.51191937,2018/2/8,2018
Virtual Species,Virtual species,2018/1/14,1,1,United States,Florida,Franklin,31.29634726,-87.69074766,2018/2/9,2018
Virtual Species,Virtual species,2018/1/14,1,1,United States,Texas,Nacogdoches,33.39618149,-85.52998755,2018/2/9,2018
Virtual Species,Virtual species,2018/1/14,1,1,United States,Texas,Freestone,31.35198683,-87.61169822,2018/2/10,2018
Virtual Species,Virtual species,2018/1/14,1,1,United States,Texas,Nacogdoches,33.50368643,-85.54805573,2018/2/10,2018
Virtual Species,Virtual species,2018/1/14,1,1,United States,Texas,Nacogdoches,31.40759319,-87.52639246,2018/2/11,2018
Virtual Species,Virtual species,2018/1/13,1,1,United States,Texas,Nacogdoches,33.61105676,-85.56612391,2018/2/11,2018
Virtual Species,Virtual species,2018/1/4,1,1,United States,Texas,Hidalgo,31.46316629,-87.43540245,2018/2/12,2018
Virtual Species,Virtual species,2018/1/14,1,1,United States,Texas,Nacogdoches,33.71829228,-85.58419209,2018/2/12,2018
Virtual Species,Virtual species,2018/1/12,1,1,United States,Texas,Brazoria,31.5187061,-87.33933733,2018/2/13,2018
Virtual Species,Virtual species,2018/1/13,1,1,United States,Texas,Nacogdoches,33.82539278,-85.60226028,2018/2/13,2018
Virtual Species,Virtual species,2018/1/12,1,1,United States,Texas,Nacogdoches,31.5742126,-87.23884038,2018/2/14,2018
Virtual Species,Virtual species,2018/1/14,1,1,United States,Texas,Nacogdoches,33.93235806,-85.62032846,2018/2/14,2018
Virtual Species,Virtual species,2018/1/12,1,1,United States,Texas,Nacogdoches,31.62968575,-87.13458584,2018/2/15,2018
Virtual Species,Virtual species,2018/1/12,1,1,United States,Texas,Nacogdoches,34.03918791,-85.63839664,2018/2/15,2018
Virtual Species,Virtual species,2018/1/16,1,1,United States,Florida,Franklin,31.68512551,-87.02727542,2018/2/16,2018
Virtual Species,Virtual species,2018/1/17,1,1,United States,Texas,Fisher,34.14588215,-85.65646482,2018/2/16,2018
Virtual Species,Virtual species,2018/1/17,1,1,United States,Texas,Refugio,31.74053186,-86.91763485,2018/2/17,2018
Virtual Species,Virtual species,2018/1/17,1,1,United States,Texas,Hidalgo,34.25244057,-85.674533,2018/2/17,2018
Virtual Species,Virtual species,2018/1/17,1,1,United States,Texas,DeWitt,31.79590477,-86.80641007,2018/2/18,2018
Virtual Species,Virtual species,2018/1/16,1,1,Mexico,Durango,,34.35886299,-85.69260118,2018/2/18,2018
Virtual Species,Virtual species,2018/1/19,1,1,United States,Texas,Hidalgo,31.8512442,-86.69436343,2018/2/19,2018
Virtual Species,Virtual species,2018/1/19,1,1,United States,Texas,Hidalgo,34.4651492,-85.71066936,2018/2/19,2018
Virtual Species,Virtual species,2018/1/19,1,1,United States,Texas,Refugio,31.90655013,-86.58226973,2018/2/20,2018
Virtual Species,Virtual species,2018/1/19,1,1,United States,Texas,Hidalgo,34.57129902,-85.72873755,2018/2/20,2018
Virtual Species,Virtual species,2018/1/19,1,1,United States,Texas,Kleberg,31.96182251,-86.47091219,2018/2/21,2018
Virtual Species,Virtual species,2018/1/20,1,1,United States,Texas,Starr,34.67731227,-85.74680573,2018/2/21,2018
Virtual Species,Virtual species,2018/1/20,1,1,United States,Texas,Hidalgo,32.01706133,-86.36107831,2018/2/22,2018
Virtual Species,Virtual species,2018/1/20,1,1,United States,Texas,Hidalgo,34.78318875,-85.76487391,2018/2/22,2018
Virtual Species,Virtual species,2018/1/20,1,1,United States,New Mexico,Dona Ana,32.07226654,-86.25355581,2018/2/23,2018
Virtual Species,Virtual species,2018/1/20,1,1,United States,Texas,Starr,34.88892828,-85.78294209,2018/2/23,2018
Virtual Species,Virtual species,2018/1/20,1,1,United States,Texas,Refugio,32.12743812,-86.14912841,2018/2/24,2018
Virtual Species,Virtual species,2018/1/20,1,1,United States,New Mexico,Dona Ana,34.99453068,-85.80101027,2018/2/24,2018
Virtual Species,Virtual species,2018/1/20,1,1,United States,Texas,Starr,32.18257605,-86.04857176,2018/2/25,2018
Virtual Species,Virtual species,2018/1/21,1,1,United States,Texas,Refugio,35.09999578,-85.81907845,2018/2/25,2018
Virtual Species,Virtual species,2018/1/21,1,1,United States,Texas,Brazoria,32.23768027,-85.95264928,2018/2/26,2018
Virtual Species,Virtual species,2018/1/21,1,1,United States,Texas,Refugio,35.2053234,-85.83714664,2018/2/26,2018
Virtual Species,Virtual species,2018/1/21,1,1,United States,Texas,Refugio,32.29275078,-85.86210815,2018/2/27,2018
Virtual Species,Virtual species,2018/1/21,1,1,United States,Texas,Refugio,35.31051336,-85.85521482,2018/2/27,2018
Virtual Species,Virtual species,2018/1/22,1,1,United States,Texas,Cameron,32.34778754,-85.77767538,2018/2/28,2018
Virtual Species,Virtual species,2018/1/7,1,1,Mexico,Coahuila,,35.41556548,-85.873283,2018/2/28,2018
Virtual Species,Virtual species,2018/1/23,1,1,United States,Texas,Hidalgo,32.40279051,-85.70005386,2018/3/1,2018
Virtual Species,Virtual species,2018/1/23,1,1,United States,Texas,Kenedy,35.52047961,-85.89135118,2018/3/1,2018
Virtual Species,Virtual species,2018/1/23,1,1,United States,Texas,Kenedy,32.45775967,-85.62991873,2018/3/2,2018
Virtual Species,Virtual species,2018/1/20,1,1,United States,Texas,Hidalgo,35.62525556,-85.90941936,2018/3/2,2018
Virtual Species,Virtual species,2018/1/21,1,1,United States,Texas,Refugio,32.51269498,-85.56791373,2018/3/3,2018
Virtual Species,Virtual species,2018/1/12,1,1,United States,Texas,Nacogdoches,35.72989318,-85.92748754,2018/3/3,2018
Virtual Species,Virtual species,2018/1/21,1,1,United States,Texas,Starr,32.56759643,-85.51464782,2018/3/4,2018
Virtual Species,Virtual species,2018/1/24,1,1,United States,Texas,Bell,35.8343923,-85.94555573,2018/3/4,2018
Virtual Species,Virtual species,2018/1/24,1,1,United States,Texas,Bell,32.62246397,-85.47069194,2018/3/5,2018
Virtual Species,Virtual species,2018/1/24,1,1,United States,Texas,Hidalgo,35.93875276,-85.96362391,2018/3/5,2018
Virtual Species,Virtual species,2018/1/24,1,1,United States,Texas,Bexar,32.67729759,-85.43657599,2018/3/6,2018
Virtual Species,Virtual species,2018/1/24,1,1,United States,Texas,DeWitt,36.04297439,-85.98169209,2018/3/6,2018
Virtual Species,Virtual species,2018/1/24,1,1,United States,Texas,Hidalgo,32.73209724,-85.412786,2018/3/7,2018
Virtual Species,Virtual species,2018/1/24,1,1,United States,Texas,Hidalgo,36.14705705,-85.99976027,2018/3/7,2018
Virtual Species,Virtual species,2018/1/23,1,1,United States,Florida,Franklin,32.78686291,-85.39976165,2018/3/8,2018
Virtual Species,Virtual species,2018/1/24,1,1,United States,Texas,Hidalgo,36.25100057,-86.01782845,2018/3/8,2018
Virtual Species,Virtual species,2018/1/23,1,1,United States,Texas,Hidalgo,32.84159456,-85.39789389,2018/3/9,2018
Virtual Species,Virtual species,2018/1/23,1,1,United States,Texas,Hidalgo,36.35480479,-86.03589663,2018/3/9,2018
Virtual Species,Virtual species,2018/1/25,1,1,United States,Texas,Calhoun,32.89629216,-85.40752292,2018/3/10,2018
Virtual Species,Virtual species,2018/1/19,1,1,United States,Texas,Hidalgo,36.45846958,-86.05396482,2018/3/10,2018
Virtual Species,Virtual species,2018/1/26,1,1,United States,Texas,Hidalgo,32.95095569,-85.42893647,2018/3/11,2018
Virtual Species,Virtual species,2018/1/26,1,1,United States,Texas,Hidalgo,36.56199478,-86.072033,2018/3/11,2018
Virtual Species,Virtual species,2018/1/26,1,1,United States,Texas,Kleberg,33.47951695,-85.46236828,2018/3/12,2018
Virtual Species,Virtual species,2018/1/27,1,1,United States,Texas,Cameron,36.66538023,-86.09010118,2018/3/12,2018
Virtual Species,Virtual species,2018/1/27,1,1,United States,Texas,Hidalgo,33.99320573,-85.50799698,2018/3/13,2018
Virtual Species,Virtual species,2018/1/19,1,1,United States,Texas,Hidalgo,36.7686258,-86.10816936,2018/3/13,2018
Virtual Species,Virtual species,2018/1/28,1,1,United States,Louisiana,Caddo,32.52145482,-85.56594518,2018/3/14,2018
Virtual Species,Virtual species,2018/1/26,1,1,Mexico,Durango,,36.87173135,-86.12623754,2018/3/14,2018
Virtual Species,Virtual species,2018/1/27,1,1,United States,Texas,Hidalgo,31.73073082,-85.63627895,2018/3/15,2018
Virtual Species,Virtual species,2018/1/27,1,1,United States,Texas,Cameron,36.97469672,-86.14430572,2018/3/15,2018
Virtual Species,Virtual species,2018/1/29,1,1,United States,Texas,Hidalgo,31.16350522,-85.71900755,2018/3/16,2018
Virtual Species,Virtual species,2018/1/29,1,1,United States,Texas,Hidalgo,37.07752178,-86.16237391,2018/3/16,2018
Virtual Species,Virtual species,2018/1/29,1,1,United States,Texas,DeWitt,30.90209984,-85.81408355,2018/3/17,2018
Virtual Species,Virtual species,2018/1/29,1,1,United States,Texas,Hidalgo,37.1802064,-86.18044209,2018/3/17,2018
Virtual Species,Virtual species,2018/1/29,1,1,United States,Texas,Hidalgo,30.71714352,-85.92140317,2018/3/18,2018
Virtual Species,Virtual species,2018/1/29,1,1,United States,Texas,Hidalgo,37.28275043,-86.19851027,2018/3/18,2018
Virtual Species,Virtual species,2018/1/29,1,1,United States,Texas,Colorado,30.45420032,-86.04080702,2018/3/19,2018
Virtual Species,Virtual species,2018/1/30,1,1,United States,Texas,Kleberg,37.38515375,-86.21657845,2018/3/19,2018
Virtual Species,Virtual species,2018/1/29,1,1,United States,Texas,Hidalgo,30.11330528,-86.17208108,2018/3/20,2018
Virtual Species,Virtual species,2018/1/29,1,1,United States,Texas,Hidalgo,37.48741622,-86.23464663,2018/3/20,2018
Virtual Species,Virtual species,2018/1/29,1,1,United States,Texas,Hidalgo,30.00758146,-86.31495807,2018/3/21,2018
Virtual Species,Virtual species,2018/1/31,1,1,United States,Texas,Hidalgo,37.58953771,-86.25271481,2018/3/21,2018
Virtual Species,Virtual species,2018/1/23,1,1,United States,Texas,Hidalgo,29.90399037,-86.46911899,2018/3/22,2018
Virtual Species,Virtual species,2018/1/29,1,1,United States,Texas,Hidalgo,37.6915181,-86.27078299,2018/3/22,2018
Virtual Species,Virtual species,2018/1/31,1,1,United States,Texas,Calhoun,29.8032746,-86.63419511,2018/3/23,2018
Virtual Species,Virtual species,2018/1/29,1,1,United States,Texas,Hidalgo,37.79335726,-86.28885118,2018/3/23,2018
Virtual Species,Virtual species,2018/2/3,1,1,Mexico,Durango,,29.70619579,-86.80977008,2018/3/24,2018
Virtual Species,Virtual species,2018/2/3,1,1,United States,Texas,Willacy,37.89505506,-86.30691936,2018/3/24,2018
Virtual Species,Virtual species,2018/2/4,1,1,United States,Texas,Aransas,29.61353153,-86.99538241,2018/3/25,2018
Virtual Species,Virtual species,2018/2/4,1,1,United States,Texas,Galveston,37.99661139,-86.32498754,2018/3/25,2018
Virtual Species,Virtual species,2018/2/4,1,1,United States,Texas,Hidalgo,29.52607203,-87.19052816,2018/3/26,2018
Virtual Species,Virtual species,2018/2/4,1,1,United States,Texas,Fisher,38.09802613,-86.34305572,2018/3/26,2018
Virtual Species,Virtual species,2018/1/17,1,1,United States,Texas,Hidalgo,29.44461662,-87.39466388,2018/3/27,2018
Virtual Species,Virtual species,2018/2/5,1,1,United States,Arizona,Santa Cruz,38.19929915,-86.3611239,2018/3/27,2018
Virtual Species,Virtual species,2018/2/4,1,1,United States,Texas,Galveston,29.36997008,-87.60720977,2018/3/28,2018
Virtual Species,Virtual species,2018/2/2,1,1,United States,Texas,Matagorda,38.30043035,-86.37919208,2018/3/28,2018
Virtual Species,Virtual species,2018/2/6,1,1,United States,Texas,Hidalgo,29.3029388,-87.82755302,2018/3/29,2018
Virtual Species,Virtual species,2018/2/6,1,1,United States,Florida,Franklin,38.4014196,-86.39726027,2018/3/29,2018
Virtual Species,Virtual species,2018/2/6,1,1,United States,Texas,Hidalgo,29.24432672,-88.05505136,2018/3/30,2018
Virtual Species,Virtual species,2018/2/7,1,1,United States,Texas,Guadalupe,38.5022668,-86.41532845,2018/3/30,2018
Virtual Species,Virtual species,2018/2/5,1,1,United States,Arizona,Santa Cruz,29.19493129,-88.28903678,2018/3/31,2018
Virtual Species,Virtual species,2018/2/4,1,1,United States,Louisiana,Caddo,38.60297183,-86.43339663,2018/3/31,2018
Virtual Species,Virtual species,2018/2/8,1,1,United States,Texas,Hidalgo,29.78439853,-88.52881937,2018/4/1,2018
Virtual Species,Virtual species,2018/2/8,1,1,United States,Texas,DeWitt,38.70353459,-86.45146481,2018/4/1,2018
